session.p_id,session.pilot,session.complete,session.time_started,session.current_time,session.num_restarts,session.language,results.msi_agreement_order,results.MSI1,results.MSI3,results.MSI4,results.MSI7,results.MSI10,results.MSI12,results.MSI14,results.MSI15,results.MSI17,results.MSI19,results.MSI23,results.MSI24,results.MSI25,results.MSI27,results.MSI29,results.msi_other_order,results.MSI32,results.MSI33,results.MSI37,results.valence_trial_1,results.valence_trial_2,results.valence_experiment_order,results.valence_130,results.familiar_130,results.valence_23,results.familiar_23,results.valence_151,results.familiar_151,results.valence_204,results.familiar_204,results.valence_133,results.familiar_133,results.valence_87,results.familiar_87,results.valence_84,results.familiar_84,results.valence_238,results.familiar_238,results.valence_15,results.familiar_15,results.valence_145,results.familiar_145,results.valence_61,results.familiar_61,results.valence_140,results.familiar_140,results.valence_31,results.familiar_31,results.valence_195,results.familiar_195,results.valence_233,results.familiar_233,results.valence_70,results.familiar_70,results.valence_58,results.familiar_58,results.valence_119,results.familiar_119,results.valence_100,results.familiar_100,results.valence_126,results.familiar_126,results.valence_208,results.familiar_208,results.valence_95,results.familiar_95,results.valence_182,results.familiar_182,results.valence_187,results.familiar_187,results.valence_234,results.familiar_234
2214e351f2de0666ba06a4694bb3e712704981c5ea96129da0331137eb5c9ee8,FALSE,TRUE,2020-04-16 15:21:58,2020-04-16 15:40:12,1,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI5,MSI5,MSI5,MSI4,MSI6,MSI4,MSI6,MSI5,MSI4,MSI7,MSI6,MSI7,MSI3,"[1,2,3]",MSI2,MSI4,MSI1,6,1,"[88,48,50,92,120,94,77,184,93,146,175,15,236,203,10,51,19,109,122,166,11,180,90,29,223]",88_6,88_no,48_6,48_no,50_7,50_no,92_5,92_yes,120_4,120_no,94_2,94_no,77_1,77_no,184_3,184_no,93_6,93_yes,146_5,146_no,175_6,175_no,15_6,15_no,236_1,236_no,203_5,203_no,10_3,10_no,51_6,51_no,19_6,19_yes,109_3,109_no,122_3,122_yes,166_2,166_yes,11_5,11_yes,180_5,180_yes,90_5,90_no,29_2,29_yes,223_1,223_no
9d06f4cc2b74e6e4d3da0bdf7ba93fb9e60f21f8fbe2966f79ac2ccdd86c6300,FALSE,TRUE,2020-04-16 15:29:04,2020-04-16 15:45:41,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI1,MSI3,MSI5,MSI5,MSI4,MSI6,MSI4,MSI2,MSI4,MSI7,MSI7,MSI7,MSI5,MSI6,"[1,2,3]",MSI7,MSI3,MSI2,7,6,"[63,69,84,123,76,237,31,40,196,202,52,174,44,103,90,2,214,234,55,100,17,229,66,167,145]",63_3,63_no,69_1,69_no,84_5,84_no,123_4,123_no,76_1,76_yes,237_6,237_no,31_1,31_no,40_6,40_no,196_4,196_no,202_5,202_no,52_6,52_no,174_6,174_no,44_4,44_no,103_2,103_no,90_4,90_no,2_5,2_no,214_2,214_no,234_6,234_no,55_6,55_yes,100_4,100_no,17_1,17_no,229_7,229_no,66_2,66_no,167_2,167_no,145_2,145_no
0ca9107737185e0c54d766544a563fec82c1697cc673357bd748cc1508e4fd3d,FALSE,TRUE,2020-04-16 15:47:11,2020-04-16 16:01:58,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI1,MSI1,MSI2,MSI2,MSI3,MSI3,MSI7,MSI2,MSI4,MSI3,MSI3,MSI3,MSI5,MSI7,MSI2,"[1,2,3]",MSI4,MSI1,MSI1,7,3,"[78,86,202,239,105,45,37,35,108,97,167,110,170,238,150,136,81,23,114,109,16,119,19,191,99]",78_5,78_no,86_5,86_no,202_3,202_no,239_2,239_no,105_3,105_no,45_5,45_no,37_4,37_no,35_6,35_no,108_2,108_no,97_6,97_no,167_1,167_no,110_2,110_no,170_3,170_no,238_1,238_no,150_6,150_no,136_5,136_no,81_5,81_no,23_4,23_no,114_3,114_no,109_2,109_no,16_6,16_no,119_7,119_no,19_7,19_no,191_5,191_no,99_6,99_no
4f36c9f44448049646f7964ead3fad5b4e3f78bae3669aa897c14555d865ee76,FALSE,TRUE,2020-04-16 15:37:53,2020-04-16 16:06:40,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI5,MSI6,MSI7,MSI6,MSI7,MSI1,MSI6,MSI2,MSI6,MSI2,MSI5,MSI3,MSI1,MSI6,"[1,2,3]",MSI6,MSI6,MSI4,7,5,"[176,93,235,32,228,15,168,41,28,169,16,38,197,143,5,58,215,40,179,172,102,112,175,229,48]",176_6,176_no,93_7,93_no,235_5,235_no,32_5,32_no,228_4,228_no,15_6,15_no,168_2,168_no,41_7,41_yes,28_7,28_no,169_5,169_no,16_5,16_no,38_5,38_yes,197_3,197_no,143_5,143_no,5_4,5_no,58_5,58_no,215_2,215_yes,40_6,40_no,179_6,179_yes,172_5,172_no,102_2,102_no,112_3,112_no,175_5,175_no,229_5,229_no,48_7,48_no
12c662e1063d7b12c64b2c388db37bcac94f2b13f527954707b71f8bfbdf8794,FALSE,TRUE,2020-04-16 16:35:04,2020-04-16 16:49:20,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI3,MSI5,MSI7,MSI5,MSI6,MSI2,MSI6,MSI3,MSI5,MSI3,MSI6,MSI3,MSI2,MSI4,"[1,2,3]",MSI5,MSI4,MSI3,6,2,"[72,213,57,9,163,149,116,104,127,74,17,98,55,137,30,27,230,77,144,54,192,222,162,166,158]",72_3,72_no,213_6,213_no,57_7,57_no,9_6,9_no,163_2,163_no,149_3,149_no,116_1,116_yes,104_4,104_yes,127_3,127_no,74_2,74_no,17_2,17_no,98_6,98_yes,55_6,55_yes,137_5,137_no,30_4,30_no,27_4,27_no,230_3,230_no,77_2,77_no,144_4,144_no,54_7,54_yes,192_6,192_yes,222_2,222_no,162_2,162_no,166_2,166_yes,158_5,158_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 17:22:55,2020-04-16 17:38:57,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI3,MSI5,MSI5,MSI5,MSI5,MSI2,MSI6,MSI2,MSI5,MSI3,MSI7,MSI2,MSI6,MSI5,"[1,2,3]",MSI6,MSI3,MSI2,6,2,"[216,94,41,80,33,175,153,180,63,48,71,29,151,211,194,97,125,218,46,15,27,147,85,101,9]",216_4,216_no,94_3,94_no,41_6,41_yes,80_5,80_no,33_5,33_no,175_5,175_no,153_3,153_no,180_2,180_no,63_4,63_no,48_6,48_no,71_5,71_no,29_3,29_no,151_2,151_no,211_3,211_no,194_5,194_no,97_5,97_no,125_5,125_no,218_1,218_no,46_6,46_yes,15_7,15_no,27_6,27_no,147_4,147_no,85_6,85_no,101_1,101_no,9_6,9_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 18:24:20,2020-04-16 18:39:45,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI4,MSI4,MSI6,MSI3,MSI7,MSI4,MSI7,MSI4,MSI6,MSI5,MSI7,MSI5,MSI5,MSI3,"[1,2,3]",MSI1,MSI1,MSI1,6,2,"[193,24,107,153,151,39,110,239,57,206,146,97,30,212,167,27,202,36,187,80,136,43,150,197,237]",193_5,193_no,24_3,24_no,107_5,107_no,153_5,153_no,151_4,151_no,39_6,39_yes,110_6,110_no,239_3,239_no,57_5,57_no,206_4,206_no,146_4,146_no,97_5,97_no,30_3,30_no,212_6,212_no,167_3,167_no,27_5,27_no,202_5,202_no,36_3,36_no,187_6,187_no,80_4,80_no,136_6,136_no,43_4,43_no,150_2,150_no,197_3,197_no,237_2,237_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-16 19:57:30,2020-04-16 20:18:52,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI5,MSI4,MSI6,MSI5,MSI3,MSI7,MSI3,MSI4,MSI5,MSI7,MSI6,MSI6,MSI3,"[1,2,3]",MSI1,MSI1,MSI2,6,3,"[46,197,6,160,56,108,47,147,116,93,98,33,26,205,77,183,102,120,80,17,97,141,236,35,23]",46_5,46_yes,197_6,197_no,6_6,6_no,160_7,160_no,56_7,56_no,108_2,108_no,47_6,47_no,147_7,147_no,116_3,116_yes,93_6,93_no,98_6,98_yes,33_6,33_no,26_5,26_no,205_7,205_no,77_5,77_yes,183_4,183_no,102_2,102_no,120_4,120_no,80_4,80_no,17_4,17_no,97_7,97_no,141_5,141_no,236_2,236_no,35_4,35_no,23_5,23_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-17 12:47:35,2020-04-17 13:03:36,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI3,MSI1,MSI5,MSI4,MSI5,MSI2,MSI6,MSI4,MSI4,MSI2,MSI7,MSI6,MSI6,MSI3,"[1,2,3]",MSI6,MSI4,MSI3,6,5,"[42,1,180,3,112,75,202,27,119,114,190,66,205,100,53,198,167,160,33,4,116,85,54,36,39]",42_3,42_no,1_2,1_no,180_6,180_no,3_5,3_no,112_2,112_no,75_2,75_no,202_4,202_no,27_6,27_no,119_6,119_yes,114_3,114_no,190_3,190_no,66_1,66_no,205_6,205_no,100_6,100_no,53_7,53_no,198_7,198_no,167_2,167_no,160_5,160_no,33_7,33_yes,4_5,4_no,116_4,116_yes,85_7,85_no,54_7,54_yes,36_6,36_no,39_6,39_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-17 14:31:07,2020-04-17 14:43:28,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI3,MSI1,MSI2,MSI3,MSI1,MSI2,MSI5,MSI3,MSI3,MSI3,MSI6,MSI6,MSI6,MSI7,MSI2,"[1,2,3]",MSI7,MSI2,MSI2,3,3,"[121,180,94,69,77,71,230,33,91,126,99,143,92,72,16,95,35,22,50,190,1,8,163,115,153]",121_5,121_no,180_4,180_no,94_7,94_no,69_5,69_no,77_2,77_no,71_5,71_no,230_2,230_no,33_3,33_no,91_7,91_no,126_2,126_no,99_7,99_no,143_2,143_no,92_5,92_no,72_3,72_no,16_3,16_no,95_5,95_no,35_2,35_no,22_2,22_no,50_6,50_no,190_1,190_no,1_2,1_no,8_3,8_no,163_2,163_no,115_2,115_no,153_2,153_no
026864cf02edbbd7510fe4253945caf96966a7d4302e78175afa029d8883b423,FALSE,TRUE,2020-04-20 21:30:01,2020-04-20 21:42:41,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI3,MSI1,MSI5,MSI7,MSI7,MSI5,MSI1,MSI2,MSI1,MSI4,MSI1,MSI5,MSI1,MSI1,MSI5,"[1,2,3]",MSI5,MSI5,MSI3,6,4,"[206,117,2,63,6,79,38,174,21,182,26,132,4,12,84,200,90,13,72,81,235,159,131,65,86]",206_3,206_no,117_3,117_no,2_5,2_no,63_4,63_no,6_4,6_no,79_6,79_no,38_1,38_no,174_5,174_no,21_6,21_no,182_5,182_no,26_5,26_no,132_4,132_no,4_4,4_no,12_6,12_no,84_7,84_no,200_3,200_no,90_5,90_no,13_3,13_no,72_3,72_no,81_4,81_no,235_2,235_no,159_3,159_no,131_3,131_no,65_5,65_no,86_6,86_no
026864cf02edbbd7510fe4253945caf96966a7d4302e78175afa029d8883b423,FALSE,TRUE,2020-04-24 20:39:14,2020-04-24 20:51:44,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI2,MSI6,MSI7,MSI7,MSI6,MSI3,MSI5,MSI2,MSI6,MSI1,MSI7,MSI3,MSI2,MSI5,"[1,2,3]",MSI6,MSI4,MSI5,7,2,"[193,227,159,75,135,68,155,95,233,147,235,123,110,149,11,176,158,173,175,102,231,4,182,53,202]",193_5,193_no,227_1,227_no,159_5,159_no,75_2,75_no,135_6,135_no,68_5,68_no,155_2,155_no,95_6,95_no,233_3,233_no,147_5,147_no,235_1,235_no,123_5,123_no,110_5,110_no,149_6,149_no,11_6,11_no,176_6,176_no,158_5,158_no,173_2,173_no,175_6,175_no,102_2,102_no,231_1,231_no,4_5,4_no,182_2,182_no,53_5,53_no,202_2,202_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-25 09:28:07,2020-04-25 09:44:12,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI7,MSI1,MSI6,MSI4,MSI7,MSI3,MSI7,MSI4,MSI5,MSI4,MSI7,MSI4,MSI4,MSI7,"[1,2,3]",MSI7,MSI2,MSI1,6,3,"[65,6,118,237,110,125,76,100,104,111,192,92,82,219,28,177,206,7,203,238,95,96,175,129,13]",65_5,65_no,6_3,6_no,118_6,118_yes,237_7,237_no,110_2,110_no,125_5,125_no,76_3,76_no,100_5,100_no,104_6,104_yes,111_6,111_yes,192_6,192_no,92_6,92_no,82_4,82_yes,219_5,219_no,28_7,28_no,177_5,177_no,206_4,206_no,7_1,7_no,203_5,203_no,238_7,238_no,95_7,95_no,96_7,96_no,175_7,175_no,129_7,129_no,13_7,13_yes
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-27 08:19:31,2020-04-27 08:30:31,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI2,MSI1,MSI2,MSI4,MSI3,MSI3,MSI3,MSI3,MSI5,MSI3,MSI6,MSI1,MSI6,MSI5,MSI3,"[1,2,3]",MSI1,MSI5,MSI2,6,2,"[108,155,160,61,33,222,148,221,81,165,158,235,80,20,9,218,67,99,49,5,123,116,85,183,212]",108_2,108_no,155_3,155_no,160_5,160_no,61_6,61_no,33_6,33_no,222_1,222_no,148_1,148_no,221_3,221_no,81_6,81_no,165_6,165_no,158_5,158_no,235_2,235_no,80_5,80_no,20_6,20_no,9_6,9_no,218_2,218_no,67_7,67_no,99_7,99_no,49_7,49_no,5_6,5_no,123_5,123_no,116_2,116_yes,85_7,85_no,183_1,183_no,212_5,212_no
9c7424fd6e32efcef18ecd93e8d10aa7e11547ecf045eaa56c5e5d975031dd41,FALSE,TRUE,2020-04-28 07:45:23,2020-04-28 07:57:14,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI2,MSI1,MSI1,MSI6,MSI6,MSI5,MSI7,MSI1,MSI5,MSI4,MSI3,MSI3,MSI4,MSI7,MSI3,"[1,2,3]",MSI1,MSI1,MSI1,6,6,"[100,42,84,10,47,146,85,164,117,33,209,61,46,151,67,20,82,175,58,215,199,4,50,25,74]",100_4,100_no,42_5,42_no,84_3,84_no,10_2,10_no,47_7,47_yes,146_2,146_no,85_7,85_no,164_6,164_no,117_6,117_no,33_3,33_no,209_1,209_no,61_2,61_no,46_7,46_yes,151_2,151_no,67_4,67_no,20_4,20_no,82_3,82_no,175_4,175_no,58_6,58_no,215_1,215_no,199_2,199_no,4_2,4_no,50_7,50_no,25_5,25_no,74_6,74_no
e11547ecf045eaa56c5e5d975031dd41f7c82dcffa829152700ced2014684bcd,FALSE,TRUE,2020-04-28 17:25:23,2020-04-28 17:39:43,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI3,MSI1,MSI4,MSI3,MSI2,MSI4,MSI4,MSI3,MSI5,MSI2,MSI4,MSI4,MSI7,MSI7,MSI2,"[1,2,3]",MSI1,MSI1,MSI1,5,2,"[46,210,53,179,65,169,91,107,157,109,42,168,165,181,197,182,101,228,14,140,129,41,145,152,73]",46_5,46_yes,210_2,210_no,53_5,53_no,179_4,179_no,65_4,65_no,169_7,169_no,91_5,91_no,107_1,107_no,157_3,157_no,109_4,109_yes,42_4,42_no,168_4,168_no,165_2,165_no,181_2,181_no,197_6,197_no,182_3,182_no,101_2,101_no,228_4,228_no,14_5,14_no,140_4,140_no,129_4,129_no,41_6,41_yes,145_2,145_no,152_4,152_no,73_5,73_no
9c7424fd6e32efcef18ecd93e8d10aa7e11547ecf045eaa56c5e5d975031dd41,FALSE,TRUE,2020-04-30 12:23:25,2020-04-30 12:40:29,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI1,MSI1,MSI5,MSI5,MSI5,MSI4,MSI4,MSI1,MSI5,MSI3,MSI2,MSI1,MSI4,MSI7,MSI3,"[1,2,3]",MSI1,MSI1,MSI1,6,2,"[173,213,87,124,76,227,71,88,12,56,19,202,65,174,125,217,62,15,155,43,181,221,80,120,197]",173_4,173_no,213_6,213_no,87_7,87_no,124_2,124_no,76_1,76_no,227_4,227_no,71_5,71_no,88_7,88_no,12_7,12_no,56_6,56_no,19_7,19_no,202_1,202_no,65_2,65_no,174_2,174_no,125_3,125_no,217_4,217_no,62_1,62_no,15_5,15_no,155_2,155_no,43_7,43_no,181_6,181_no,221_3,221_no,80_4,80_no,120_6,120_no,197_6,197_no
b7d38ba05f073e254e63c9b720cbc810c18360ae9738b4b708539fdc6a549459,FALSE,TRUE,2020-04-30 12:32:18,2020-04-30 12:55:27,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI3,MSI5,MSI7,MSI5,MSI5,MSI3,MSI4,MSI3,MSI4,MSI2,MSI5,MSI2,MSI2,MSI6,"[1,2,3]",MSI5,MSI3,MSI2,6,3,"[229,233,147,150,149,234,54,72,53,29,30,171,45,36,226,217,141,5,138,174,155,107,99,210,7]",229_2,229_no,233_1,233_no,147_6,147_no,150_1,150_no,149_7,149_no,234_6,234_no,54_7,54_yes,72_6,72_no,53_6,53_no,29_1,29_yes,30_6,30_yes,171_1,171_no,45_7,45_no,36_7,36_no,226_1,226_no,217_3,217_no,141_5,141_no,5_6,5_no,138_2,138_no,174_7,174_no,155_1,155_no,107_7,107_no,99_7,99_no,210_2,210_no,7_2,7_no
026864cf02edbbd7510fe4253945caf96966a7d4302e78175afa029d8883b423,FALSE,TRUE,2020-04-30 13:15:35,2020-04-30 13:29:20,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI6,MSI7,MSI6,MSI5,MSI1,MSI5,MSI1,MSI4,MSI2,MSI5,MSI2,MSI5,MSI6,"[1,2,3]",MSI6,MSI2,MSI3,7,2,"[205,134,47,174,206,42,212,86,222,18,165,63,214,122,199,90,172,97,78,187,204,162,149,198,195]",205_4,205_no,134_4,134_no,47_6,47_no,174_5,174_no,206_3,206_yes,42_6,42_no,212_5,212_no,86_7,86_no,222_2,222_no,18_7,18_no,165_4,165_no,63_5,63_no,214_4,214_no,122_5,122_no,199_4,199_no,90_6,90_no,172_2,172_no,97_6,97_yes,78_5,78_no,187_7,187_yes,204_5,204_yes,162_4,162_no,149_6,149_no,198_2,198_yes,195_5,195_no
17f529f8f47b037c7f350be7f300dd7d983b56606d4ed59003ea2ea571ca12af,FALSE,TRUE,2020-04-30 13:21:41,2020-04-30 13:31:59,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI7,MSI3,MSI6,MSI6,MSI5,MSI6,MSI1,MSI6,MSI1,MSI7,MSI5,MSI7,MSI1,MSI1,MSI6,"[1,2,3]",MSI6,MSI4,MSI3,6,5,"[81,13,187,205,188,179,26,40,104,160,183,227,171,231,48,103,59,3,221,128,92,106,152,101,137]",81_4,81_no,13_2,13_no,187_6,187_no,205_3,205_yes,188_4,188_no,179_5,179_no,26_6,26_no,40_7,40_no,104_5,104_yes,160_4,160_no,183_1,183_no,227_6,227_no,171_1,171_no,231_7,231_yes,48_6,48_no,103_5,103_no,59_5,59_no,3_5,3_no,221_7,221_yes,128_7,128_no,92_6,92_no,106_3,106_yes,152_2,152_no,101_1,101_no,137_6,137_no
9d168999122367e11c4a61ac2f5587247ce034bb2fa6107d3130fee33df3ccb0,FALSE,TRUE,2020-04-30 13:23:15,2020-04-30 13:36:17,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI2,MSI4,MSI6,MSI5,MSI5,MSI3,MSI6,MSI4,MSI6,MSI3,MSI5,MSI4,MSI3,MSI4,"[1,2,3]",MSI4,MSI3,MSI3,6,3,"[108,141,40,200,240,86,208,117,76,177,112,38,130,25,134,35,99,114,13,124,161,107,202,65,42]",108_3,108_no,141_5,141_no,40_5,40_no,200_6,200_no,240_2,240_yes,86_6,86_no,208_6,208_no,117_1,117_no,76_3,76_no,177_5,177_no,112_2,112_no,38_5,38_yes,130_4,130_no,25_5,25_no,134_3,134_no,35_2,35_no,99_6,99_no,114_2,114_no,13_3,13_no,124_2,124_no,161_5,161_no,107_1,107_no,202_3,202_no,65_5,65_no,42_6,42_no
382db9fbf77dc9553c22ced7d22d3965616b0045444cf0306d7062854d9b7b9c,FALSE,TRUE,2020-04-30 13:53:05,2020-04-30 14:08:25,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI6,MSI1,MSI2,MSI3,MSI1,MSI3,MSI1,MSI1,MSI5,MSI4,MSI7,MSI5,MSI2,MSI7,MSI1,"[1,2,3]",MSI1,MSI1,MSI1,7,3,"[207,107,41,105,77,51,152,201,200,141,137,60,203,173,98,139,25,8,24,71,224,228,128,29,117]",207_4,207_no,107_5,107_yes,41_7,41_yes,105_3,105_no,77_2,77_no,51_6,51_no,152_1,152_no,201_3,201_no,200_2,200_no,141_1,141_no,137_5,137_no,60_6,60_no,203_4,203_no,173_3,173_no,98_7,98_no,139_4,139_yes,25_5,25_no,8_1,8_no,24_3,24_no,71_6,71_no,224_4,224_no,228_5,228_no,128_5,128_no,29_7,29_yes,117_5,117_no
30d197bf0be698a55b65a8ac90bd4ab6d5f078b08414fc0e40c1c1e8ec679659,FALSE,TRUE,2020-04-30 14:12:08,2020-04-30 14:24:59,0,EN,"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15]",MSI5,MSI4,MSI3,MSI7,MSI5,MSI6,MSI2,MSI5,MSI2,MSI5,MSI3,MSI5,MSI5,MSI3,MSI5,"[1,2,3]",MSI7,MSI4,MSI3,6,4,"[151,24,61,20,36,67,210,226,128,138,41,123,160,174,14,239,129,28,75,240,119,231,232,102,9]",151_3,151_no,24_4,24_no,61_5,61_no,20_5,20_no,36_3,36_no,67_3,67_no,210_2,210_no,226_1,226_no,128_5,128_no,138_2,138_no,41_6,41_yes,123_3,123_no,160_7,160_no,174_6,174_no,14_6,14_no,239_2,239_no,129_1,129_no,28_3,28_no,75_3,75_no,240_1,240_no,119_3,119_no,231_1,231_no,232_2,232_no,102_1,102_no,9_4,9_no